id,emp_id,processed_by,processed_at,requested_at,start_date,end_date,reason,approval_status
1012,612,00000000-0000-0000-0000-000000000000,2026-02-19,2026-02-19,2026-03-05,2026-03-11,Sick,1
1013,831,00000000-0000-0000-0000-000000000000,2025-09-26,2025-09-26,2025-10-05,2025-10-09,Unpaid,2
1014,1026,00000000-0000-0000-0000-000000000000,2025-02-13,2025-02-13,2025-02-25,2025-03-03,Annual,1
1015,1268,00000000-0000-0000-0000-000000000000,2026-03-07,2026-03-07,2026-03-17,2026-03-24,Sick,0
1016,746,00000000-0000-0000-0000-000000000000,2025-08-25,2025-08-25,2025-08-27,2025-08-31,Sick,1
1017,506,00000000-0000-0000-0000-000000000000,2026-02-08,2026-02-08,2026-02-22,2026-02-22,Annual,2
1018,661,00000000-0000-0000-0000-000000000000,2025-12-27,2025-12-27,2025-12-30,2026-01-04,Annual,1
1019,954,00000000-0000-0000-0000-000000000000,2025-12-10,2025-12-10,2025-12-14,2025-12-20,Annual,1
1020,375,00000000-0000-0000-0000-000000000000,2026-01-18,2026-01-18,2026-01-20,2026-01-20,Annual,1
1021,1160,00000000-0000-0000-0000-000000000000,2025-10-01,2025-10-01,2025-10-12,2025-10-21,Annual,1
1022,513,00000000-0000-0000-0000-000000000000,2025-07-05,2025-07-05,2025-07-19,2025-07-26,Sick,1
1023,1388,00000000-0000-0000-0000-000000000000,2025-04-17,2025-04-17,2025-04-22,2025-04-29,Sick,1
1024,92,00000000-0000-0000-0000-000000000000,2025-07-07,2025-07-07,2025-07-12,2025-07-13,Annual,1
1025,115,00000000-0000-0000-0000-000000000000,2025-07-08,2025-07-08,2025-07-11,2025-07-13,Annual,1
1026,291,00000000-0000-0000-0000-000000000000,2026-03-02,2026-03-02,2026-03-10,2026-03-19,Unpaid,1
1027,111,00000000-0000-0000-0000-000000000000,2025-11-18,2025-11-18,2025-11-27,2025-12-03,Sick,0
1028,150,00000000-0000-0000-0000-000000000000,2025-01-06,2025-01-06,2025-01-10,2025-01-17,Annual,1
1029,543,00000000-0000-0000-0000-000000000000,2025-10-14,2025-10-14,2025-10-28,2025-11-05,Sick,1
1030,692,00000000-0000-0000-0000-000000000000,2025-05-19,2025-05-19,2025-05-31,2025-06-07,Sick,1
1031,1107,00000000-0000-0000-0000-000000000000,2025-06-24,2025-06-24,2025-07-01,2025-07-09,Unpaid,1
1032,128,00000000-0000-0000-0000-000000000000,2025-06-14,2025-06-14,2025-06-24,2025-06-30,Sick,1
1033,487,00000000-0000-0000-0000-000000000000,2025-08-18,2025-08-18,2025-08-26,2025-09-04,Annual,1
1034,1407,00000000-0000-0000-0000-000000000000,2025-03-10,2025-03-10,2025-03-17,2025-03-22,Annual,1
1035,264,00000000-0000-0000-0000-000000000000,2025-07-09,2025-07-09,2025-07-15,2025-07-22,Sick,0
1036,873,00000000-0000-0000-0000-000000000000,2026-02-01,2026-02-01,2026-02-10,2026-02-19,Annual,1
1037,949,00000000-0000-0000-0000-000000000000,2025-06-11,2025-06-11,2025-06-17,2025-06-24,Maternity/Paternity,1
1038,413,00000000-0000-0000-0000-000000000000,2025-08-17,2025-08-17,2025-08-21,2025-08-30,Annual,1
1039,1239,00000000-0000-0000-0000-000000000000,2025-07-21,2025-07-21,2025-07-24,2025-07-30,Annual,1
1040,746,00000000-0000-0000-0000-000000000000,2026-03-08,2026-03-08,2026-03-17,2026-03-21,Annual,1
1041,1254,00000000-0000-0000-0000-000000000000,2025-09-23,2025-09-23,2025-10-07,2025-10-08,Annual,1
1042,1322,00000000-0000-0000-0000-000000000000,2025-09-04,2025-09-04,2025-09-12,2025-09-19,Annual,1
1043,404,00000000-0000-0000-0000-000000000000,2025-08-18,2025-08-18,2025-08-22,2025-08-30,Sick,1
1044,137,00000000-0000-0000-0000-000000000000,2025-01-19,2025-01-19,2025-01-31,2025-02-04,Annual,1
1045,461,00000000-0000-0000-0000-000000000000,2025-08-05,2025-08-05,2025-08-16,2025-08-18,Annual,1
1046,435,00000000-0000-0000-0000-000000000000,2025-08-04,2025-08-04,2025-08-17,2025-08-24,Unpaid,1
1047,1317,00000000-0000-0000-0000-000000000000,2025-04-16,2025-04-16,2025-04-23,2025-04-28,Annual,1
1048,117,00000000-0000-0000-0000-000000000000,2025-04-27,2025-04-27,2025-05-02,2025-05-09,Sick,1
1049,1138,00000000-0000-0000-0000-000000000000,2025-07-08,2025-07-08,2025-07-18,2025-07-21,Annual,1
1050,914,00000000-0000-0000-0000-000000000000,2025-03-19,2025-03-19,2025-03-28,2025-04-04,Maternity/Paternity,1
1051,913,00000000-0000-0000-0000-000000000000,2026-02-25,2026-02-25,2026-03-11,2026-03-14,Annual,1
1052,1137,00000000-0000-0000-0000-000000000000,2025-04-13,2025-04-13,2025-04-24,2025-05-01,Annual,1
1053,1155,00000000-0000-0000-0000-000000000000,2025-11-29,2025-11-29,2025-12-09,2025-12-17,Annual,1
1054,1415,00000000-0000-0000-0000-000000000000,2026-01-10,2026-01-10,2026-01-16,2026-01-23,Annual,1
1055,431,00000000-0000-0000-0000-000000000000,2025-10-25,2025-10-25,2025-11-01,2025-11-04,Annual,1
1056,1053,00000000-0000-0000-0000-000000000000,2025-11-19,2025-11-19,2025-11-30,2025-12-03,Annual,1
1057,483,00000000-0000-0000-0000-000000000000,2026-01-04,2026-01-04,2026-01-12,2026-01-15,Annual,1
1058,1344,00000000-0000-0000-0000-000000000000,2026-03-12,2026-03-12,2026-03-25,2026-04-03,Annual,2
1059,899,00000000-0000-0000-0000-000000000000,2025-03-14,2025-03-14,2025-03-20,2025-03-25,Annual,1
1060,286,00000000-0000-0000-0000-000000000000,2025-09-22,2025-09-22,2025-10-02,2025-10-05,Sick,1
1061,389,00000000-0000-0000-0000-000000000000,2025-08-03,2025-08-03,2025-08-15,2025-08-17,Sick,1
1062,536,00000000-0000-0000-0000-000000000000,2025-11-20,2025-11-20,2025-12-01,2025-12-10,Annual,1
1063,472,00000000-0000-0000-0000-000000000000,2025-11-22,2025-11-22,2025-12-05,2025-12-13,Annual,2
1064,620,00000000-0000-0000-0000-000000000000,2026-01-23,2026-01-23,2026-02-04,2026-02-05,Annual,1
1065,92,00000000-0000-0000-0000-000000000000,2026-02-28,2026-02-28,2026-03-14,2026-03-14,Maternity/Paternity,1
1066,329,00000000-0000-0000-0000-000000000000,2025-04-09,2025-04-09,2025-04-23,2025-05-02,Maternity/Paternity,1
1067,1452,00000000-0000-0000-0000-000000000000,2025-10-04,2025-10-04,2025-10-07,2025-10-10,Annual,1
1068,279,00000000-0000-0000-0000-000000000000,2025-07-25,2025-07-25,2025-07-31,2025-08-06,Annual,1
1069,1303,00000000-0000-0000-0000-000000000000,2025-11-05,2025-11-05,2025-11-15,2025-11-21,Annual,1
1070,503,00000000-0000-0000-0000-000000000000,2025-11-28,2025-11-28,2025-12-08,2025-12-08,Sick,0
1071,83,00000000-0000-0000-0000-000000000000,2025-01-15,2025-01-15,2025-01-28,2025-02-06,Annual,1
1072,311,00000000-0000-0000-0000-000000000000,2025-09-14,2025-09-14,2025-09-28,2025-09-30,Annual,1
1073,762,00000000-0000-0000-0000-000000000000,2025-10-17,2025-10-17,2025-10-22,2025-10-24,Annual,1
1074,192,00000000-0000-0000-0000-000000000000,2025-09-16,2025-09-16,2025-09-26,2025-10-03,Sick,1
1075,425,00000000-0000-0000-0000-000000000000,2025-06-06,2025-06-06,2025-06-08,2025-06-14,Sick,1
1076,1181,00000000-0000-0000-0000-000000000000,2025-06-15,2025-06-15,2025-06-20,2025-06-20,Annual,1
1077,360,00000000-0000-0000-0000-000000000000,2025-11-26,2025-11-26,2025-12-10,2025-12-19,Annual,2
1078,1206,00000000-0000-0000-0000-000000000000,2025-09-18,2025-09-18,2025-09-23,2025-10-02,Annual,1
1079,889,00000000-0000-0000-0000-000000000000,2025-11-19,2025-11-19,2025-11-27,2025-12-02,Sick,1
1080,1281,00000000-0000-0000-0000-000000000000,2026-01-19,2026-01-19,2026-01-22,2026-01-26,Annual,2
1081,1176,00000000-0000-0000-0000-000000000000,2025-04-20,2025-04-20,2025-05-03,2025-05-03,Annual,1
1082,1302,00000000-0000-0000-0000-000000000000,2025-07-07,2025-07-07,2025-07-15,2025-07-24,Annual,1
1083,292,00000000-0000-0000-0000-000000000000,2025-01-21,2025-01-21,2025-02-04,2025-02-13,Annual,1
1084,185,00000000-0000-0000-0000-000000000000,2025-08-27,2025-08-27,2025-09-10,2025-09-19,Unpaid,1
1085,687,00000000-0000-0000-0000-000000000000,2025-11-15,2025-11-15,2025-11-22,2025-11-25,Annual,1
1086,85,00000000-0000-0000-0000-000000000000,2025-09-17,2025-09-17,2025-09-28,2025-10-07,Annual,1
1087,361,00000000-0000-0000-0000-000000000000,2026-02-16,2026-02-16,2026-02-28,2026-03-02,Annual,1
1088,968,00000000-0000-0000-0000-000000000000,2025-04-14,2025-04-14,2025-04-18,2025-04-20,Maternity/Paternity,1
1089,751,00000000-0000-0000-0000-000000000000,2025-10-27,2025-10-27,2025-11-09,2025-11-11,Annual,1
1090,180,00000000-0000-0000-0000-000000000000,2026-03-13,2026-03-13,2026-03-16,2026-03-22,Annual,1
1091,975,00000000-0000-0000-0000-000000000000,2025-05-05,2025-05-05,2025-05-07,2025-05-15,Annual,1
1092,1154,00000000-0000-0000-0000-000000000000,2026-02-22,2026-02-22,2026-02-24,2026-02-27,Unpaid,1
1093,415,00000000-0000-0000-0000-000000000000,2026-01-17,2026-01-17,2026-01-19,2026-01-23,Annual,0
1094,733,00000000-0000-0000-0000-000000000000,2026-02-06,2026-02-06,2026-02-11,2026-02-11,Annual,1
1095,350,00000000-0000-0000-0000-000000000000,2025-12-06,2025-12-06,2025-12-18,2025-12-24,Annual,2
1096,1053,00000000-0000-0000-0000-000000000000,2026-03-12,2026-03-12,2026-03-26,2026-03-29,Sick,1
1097,525,00000000-0000-0000-0000-000000000000,2025-04-16,2025-04-16,2025-04-21,2025-04-23,Annual,1
1098,851,00000000-0000-0000-0000-000000000000,2025-05-07,2025-05-07,2025-05-21,2025-05-24,Annual,1
1099,116,00000000-0000-0000-0000-000000000000,2026-02-05,2026-02-05,2026-02-19,2026-02-23,Annual,0
1100,723,00000000-0000-0000-0000-000000000000,2025-03-05,2025-03-05,2025-03-13,2025-03-14,Annual,0
1101,815,00000000-0000-0000-0000-000000000000,2026-03-15,2026-03-15,2026-03-21,2026-03-21,Unpaid,1
1102,1269,00000000-0000-0000-0000-000000000000,2025-02-06,2025-02-06,2025-02-18,2025-02-19,Unpaid,1
1103,1012,00000000-0000-0000-0000-000000000000,2025-07-02,2025-07-02,2025-07-15,2025-07-15,Sick,1
1104,1269,00000000-0000-0000-0000-000000000000,2025-05-24,2025-05-24,2025-06-04,2025-06-08,Annual,1
1105,392,00000000-0000-0000-0000-000000000000,2025-03-10,2025-03-10,2025-03-16,2025-03-17,Sick,1
1106,788,00000000-0000-0000-0000-000000000000,2026-01-20,2026-01-20,2026-02-01,2026-02-05,Annual,1
1107,311,00000000-0000-0000-0000-000000000000,2025-11-19,2025-11-19,2025-11-29,2025-12-02,Unpaid,1
1108,333,00000000-0000-0000-0000-000000000000,2025-06-03,2025-06-03,2025-06-11,2025-06-14,Unpaid,2
1109,369,00000000-0000-0000-0000-000000000000,2025-01-13,2025-01-13,2025-01-27,2025-02-05,Sick,1
1110,124,00000000-0000-0000-0000-000000000000,2025-09-20,2025-09-20,2025-09-28,2025-09-29,Annual,1
1111,696,00000000-0000-0000-0000-000000000000,2026-03-27,2026-03-27,2026-04-08,2026-04-11,Sick,1
1112,957,00000000-0000-0000-0000-000000000000,2025-11-28,2025-11-28,2025-11-30,2025-12-07,Annual,1
1113,963,00000000-0000-0000-0000-000000000000,2025-11-10,2025-11-10,2025-11-15,2025-11-17,Sick,1
1114,1234,00000000-0000-0000-0000-000000000000,2025-02-12,2025-02-12,2025-02-19,2025-02-24,Annual,0
1115,734,00000000-0000-0000-0000-000000000000,2025-03-08,2025-03-08,2025-03-11,2025-03-19,Sick,1
1116,1082,00000000-0000-0000-0000-000000000000,2025-11-12,2025-11-12,2025-11-14,2025-11-16,Annual,1
1117,1272,00000000-0000-0000-0000-000000000000,2025-11-09,2025-11-09,2025-11-12,2025-11-14,Sick,1
1118,421,00000000-0000-0000-0000-000000000000,2025-04-19,2025-04-19,2025-04-26,2025-04-28,Annual,1
1119,680,00000000-0000-0000-0000-000000000000,2025-04-04,2025-04-04,2025-04-06,2025-04-09,Annual,1
1120,994,00000000-0000-0000-0000-000000000000,2025-12-14,2025-12-14,2025-12-26,2025-12-31,Sick,1
1121,196,00000000-0000-0000-0000-000000000000,2025-04-01,2025-04-01,2025-04-14,2025-04-21,Annual,1
1122,1302,00000000-0000-0000-0000-000000000000,2025-03-28,2025-03-28,2025-04-05,2025-04-14,Annual,1
1123,1134,00000000-0000-0000-0000-000000000000,2025-11-01,2025-11-01,2025-11-08,2025-11-14,Annual,1
1124,813,00000000-0000-0000-0000-000000000000,2026-03-01,2026-03-01,2026-03-12,2026-03-16,Annual,1
1125,695,00000000-0000-0000-0000-000000000000,2025-01-07,2025-01-07,2025-01-21,2025-01-30,Annual,1
1126,506,00000000-0000-0000-0000-000000000000,2025-11-04,2025-11-04,2025-11-17,2025-11-21,Annual,1
1127,671,00000000-0000-0000-0000-000000000000,2025-07-21,2025-07-21,2025-08-03,2025-08-07,Annual,0
1128,1026,00000000-0000-0000-0000-000000000000,2025-01-22,2025-01-22,2025-01-30,2025-02-07,Annual,1
1129,727,00000000-0000-0000-0000-000000000000,2025-03-12,2025-03-12,2025-03-17,2025-03-26,Annual,0
1130,515,00000000-0000-0000-0000-000000000000,2025-05-01,2025-05-01,2025-05-14,2025-05-14,Maternity/Paternity,1
1131,8,00000000-0000-0000-0000-000000000000,2026-03-10,2026-03-10,2026-03-21,2026-03-25,Sick,1
1132,172,00000000-0000-0000-0000-000000000000,2025-03-30,2025-03-30,2025-04-13,2025-04-14,Maternity/Paternity,1
1133,375,00000000-0000-0000-0000-000000000000,2025-01-01,2025-01-01,2025-01-13,2025-01-20,Annual,1
1134,95,00000000-0000-0000-0000-000000000000,2026-01-12,2026-01-12,2026-01-17,2026-01-19,Annual,1
1135,584,00000000-0000-0000-0000-000000000000,2026-02-28,2026-02-28,2026-03-11,2026-03-16,Annual,1
1136,864,00000000-0000-0000-0000-000000000000,2025-09-07,2025-09-07,2025-09-21,2025-09-27,Sick,0
1137,555,00000000-0000-0000-0000-000000000000,2025-09-30,2025-09-30,2025-10-02,2025-10-07,Annual,2
1138,682,00000000-0000-0000-0000-000000000000,2025-12-22,2025-12-22,2025-12-27,2026-01-02,Annual,1
1139,32,00000000-0000-0000-0000-000000000000,2025-05-30,2025-05-30,2025-06-10,2025-06-13,Maternity/Paternity,1
1140,797,00000000-0000-0000-0000-000000000000,2025-11-22,2025-11-22,2025-12-05,2025-12-06,Annual,1
1141,153,00000000-0000-0000-0000-000000000000,2025-12-28,2025-12-28,2026-01-11,2026-01-12,Annual,1
1142,1240,00000000-0000-0000-0000-000000000000,2025-05-11,2025-05-11,2025-05-22,2025-05-31,Annual,1
1143,663,00000000-0000-0000-0000-000000000000,2026-01-16,2026-01-16,2026-01-29,2026-02-02,Annual,0
1144,7,00000000-0000-0000-0000-000000000000,2025-06-04,2025-06-04,2025-06-13,2025-06-15,Annual,1
1145,1235,00000000-0000-0000-0000-000000000000,2025-08-23,2025-08-23,2025-08-26,2025-08-30,Annual,1
1146,347,00000000-0000-0000-0000-000000000000,2025-02-16,2025-02-16,2025-02-26,2025-03-03,Annual,1
1147,774,00000000-0000-0000-0000-000000000000,2025-03-28,2025-03-28,2025-04-09,2025-04-12,Sick,1
1148,205,00000000-0000-0000-0000-000000000000,2026-01-10,2026-01-10,2026-01-21,2026-01-28,Unpaid,1
1149,51,00000000-0000-0000-0000-000000000000,2026-01-24,2026-01-24,2026-02-07,2026-02-07,Maternity/Paternity,1
1150,551,00000000-0000-0000-0000-000000000000,2026-03-09,2026-03-09,2026-03-12,2026-03-15,Annual,1
1151,1466,00000000-0000-0000-0000-000000000000,2025-05-17,2025-05-17,2025-05-29,2025-06-05,Sick,1
1152,469,00000000-0000-0000-0000-000000000000,2025-09-20,2025-09-20,2025-10-01,2025-10-01,Annual,1
1153,211,00000000-0000-0000-0000-000000000000,2025-03-02,2025-03-02,2025-03-09,2025-03-17,Maternity/Paternity,1
1154,854,00000000-0000-0000-0000-000000000000,2026-01-21,2026-01-21,2026-01-29,2026-02-03,Annual,1
1155,330,00000000-0000-0000-0000-000000000000,2025-05-04,2025-05-04,2025-05-17,2025-05-25,Annual,1
1156,416,00000000-0000-0000-0000-000000000000,2025-09-15,2025-09-15,2025-09-24,2025-09-24,Maternity/Paternity,1
1157,202,00000000-0000-0000-0000-000000000000,2025-03-26,2025-03-26,2025-04-09,2025-04-17,Annual,1
1158,1390,00000000-0000-0000-0000-000000000000,2026-01-27,2026-01-27,2026-02-05,2026-02-09,Annual,1
1159,296,00000000-0000-0000-0000-000000000000,2025-12-23,2025-12-23,2025-12-27,2025-12-31,Annual,1
1160,1256,00000000-0000-0000-0000-000000000000,2025-08-30,2025-08-30,2025-09-06,2025-09-10,Annual,1
1161,1077,00000000-0000-0000-0000-000000000000,2025-06-04,2025-06-04,2025-06-09,2025-06-14,Annual,1
1162,1367,00000000-0000-0000-0000-000000000000,2025-06-12,2025-06-12,2025-06-23,2025-06-29,Unpaid,1
1163,758,00000000-0000-0000-0000-000000000000,2026-03-14,2026-03-14,2026-03-24,2026-04-01,Unpaid,0
1164,721,00000000-0000-0000-0000-000000000000,2025-01-12,2025-01-12,2025-01-20,2025-01-22,Annual,1
1165,622,00000000-0000-0000-0000-000000000000,2025-05-31,2025-05-31,2025-06-14,2025-06-23,Annual,1
1166,803,00000000-0000-0000-0000-000000000000,2025-09-13,2025-09-13,2025-09-15,2025-09-24,Sick,0
1167,403,00000000-0000-0000-0000-000000000000,2025-10-01,2025-10-01,2025-10-15,2025-10-22,Maternity/Paternity,1
1168,1447,00000000-0000-0000-0000-000000000000,2025-07-14,2025-07-14,2025-07-27,2025-08-01,Annual,1
1169,312,00000000-0000-0000-0000-000000000000,2025-07-12,2025-07-12,2025-07-14,2025-07-23,Unpaid,1
1170,1451,00000000-0000-0000-0000-000000000000,2025-01-23,2025-01-23,2025-02-04,2025-02-11,Annual,1
1171,212,00000000-0000-0000-0000-000000000000,2025-06-20,2025-06-20,2025-06-26,2025-07-02,Annual,1
1172,474,00000000-0000-0000-0000-000000000000,2026-03-17,2026-03-17,2026-03-21,2026-03-26,Sick,1
1173,236,00000000-0000-0000-0000-000000000000,2026-03-14,2026-03-14,2026-03-22,2026-03-27,Sick,1
1174,957,00000000-0000-0000-0000-000000000000,2026-03-15,2026-03-15,2026-03-29,2026-03-30,Annual,1
1175,564,00000000-0000-0000-0000-000000000000,2025-09-14,2025-09-14,2025-09-27,2025-09-29,Annual,1
1176,1219,00000000-0000-0000-0000-000000000000,2025-09-10,2025-09-10,2025-09-16,2025-09-18,Annual,1
1177,1290,00000000-0000-0000-0000-000000000000,2025-07-21,2025-07-21,2025-07-25,2025-08-02,Sick,1
1178,762,00000000-0000-0000-0000-000000000000,2025-12-06,2025-12-06,2025-12-16,2025-12-24,Annual,1
1179,1192,00000000-0000-0000-0000-000000000000,2025-06-09,2025-06-09,2025-06-17,2025-06-24,Sick,1
1180,449,00000000-0000-0000-0000-000000000000,2025-09-18,2025-09-18,2025-10-01,2025-10-07,Annual,1
1181,822,00000000-0000-0000-0000-000000000000,2025-10-28,2025-10-28,2025-11-01,2025-11-07,Annual,1
1182,1034,00000000-0000-0000-0000-000000000000,2026-02-04,2026-02-04,2026-02-09,2026-02-15,Annual,1
1183,1394,00000000-0000-0000-0000-000000000000,2025-10-10,2025-10-10,2025-10-18,2025-10-27,Annual,1
1184,229,00000000-0000-0000-0000-000000000000,2026-01-29,2026-01-29,2026-02-04,2026-02-08,Sick,1
1185,765,00000000-0000-0000-0000-000000000000,2025-03-11,2025-03-11,2025-03-15,2025-03-22,Annual,1
1186,1129,00000000-0000-0000-0000-000000000000,2025-02-27,2025-02-27,2025-03-02,2025-03-09,Annual,1
1187,772,00000000-0000-0000-0000-000000000000,2025-09-13,2025-09-13,2025-09-22,2025-09-27,Unpaid,1
1188,476,00000000-0000-0000-0000-000000000000,2026-02-06,2026-02-06,2026-02-13,2026-02-18,Annual,1
1189,1111,00000000-0000-0000-0000-000000000000,2025-06-09,2025-06-09,2025-06-17,2025-06-24,Annual,1
1190,674,00000000-0000-0000-0000-000000000000,2025-02-12,2025-02-12,2025-02-14,2025-02-19,Annual,2
1191,520,00000000-0000-0000-0000-000000000000,2025-05-13,2025-05-13,2025-05-15,2025-05-20,Annual,1
1192,296,00000000-0000-0000-0000-000000000000,2025-11-24,2025-11-24,2025-11-26,2025-12-02,Annual,1
1193,19,00000000-0000-0000-0000-000000000000,2025-05-07,2025-05-07,2025-05-21,2025-05-22,Annual,1
1194,908,00000000-0000-0000-0000-000000000000,2025-04-01,2025-04-01,2025-04-06,2025-04-10,Annual,1
1195,657,00000000-0000-0000-0000-000000000000,2026-01-27,2026-01-27,2026-02-06,2026-02-12,Annual,1
1196,1188,00000000-0000-0000-0000-000000000000,2025-06-16,2025-06-16,2025-06-29,2025-07-05,Annual,1
1197,1305,00000000-0000-0000-0000-000000000000,2025-09-20,2025-09-20,2025-09-29,2025-10-03,Maternity/Paternity,1
1198,710,00000000-0000-0000-0000-000000000000,2025-06-25,2025-06-25,2025-07-09,2025-07-14,Maternity/Paternity,1
1199,1458,00000000-0000-0000-0000-000000000000,2025-10-30,2025-10-30,2025-11-05,2025-11-10,Annual,1
1200,629,00000000-0000-0000-0000-000000000000,2025-01-12,2025-01-12,2025-01-16,2025-01-16,Sick,0
1201,104,00000000-0000-0000-0000-000000000000,2025-02-03,2025-02-03,2025-02-05,2025-02-06,Annual,1
1202,1462,00000000-0000-0000-0000-000000000000,2025-04-01,2025-04-01,2025-04-06,2025-04-06,Annual,1
1203,101,00000000-0000-0000-0000-000000000000,2025-09-07,2025-09-07,2025-09-21,2025-09-28,Sick,1
1204,1248,00000000-0000-0000-0000-000000000000,2025-09-10,2025-09-10,2025-09-19,2025-09-22,Annual,1
1205,590,00000000-0000-0000-0000-000000000000,2025-09-15,2025-09-15,2025-09-22,2025-09-27,Annual,1
1206,523,00000000-0000-0000-0000-000000000000,2025-11-27,2025-11-27,2025-12-11,2025-12-16,Annual,1
1207,1046,00000000-0000-0000-0000-000000000000,2025-04-29,2025-04-29,2025-05-07,2025-05-10,Maternity/Paternity,1
1208,1346,00000000-0000-0000-0000-000000000000,2026-02-01,2026-02-01,2026-02-07,2026-02-15,Annual,1
1209,1330,00000000-0000-0000-0000-000000000000,2025-08-01,2025-08-01,2025-08-08,2025-08-13,Annual,1
1210,570,00000000-0000-0000-0000-000000000000,2026-03-22,2026-03-22,2026-03-28,2026-03-28,Annual,1
1211,11,00000000-0000-0000-0000-000000000000,2025-10-23,2025-10-23,2025-11-01,2025-11-09,Annual,1
1212,694,00000000-0000-0000-0000-000000000000,2026-03-13,2026-03-13,2026-03-16,2026-03-17,Annual,1
1213,65,00000000-0000-0000-0000-000000000000,2025-12-30,2025-12-30,2026-01-13,2026-01-14,Sick,1
1214,583,00000000-0000-0000-0000-000000000000,2025-05-13,2025-05-13,2025-05-23,2025-05-29,Sick,1
1215,1007,00000000-0000-0000-0000-000000000000,2025-06-16,2025-06-16,2025-06-19,2025-06-27,Annual,0
1216,681,00000000-0000-0000-0000-000000000000,2025-06-12,2025-06-12,2025-06-19,2025-06-23,Unpaid,0
1217,1221,00000000-0000-0000-0000-000000000000,2025-01-17,2025-01-17,2025-01-29,2025-02-05,Annual,1
1218,196,00000000-0000-0000-0000-000000000000,2025-01-11,2025-01-11,2025-01-15,2025-01-15,Unpaid,1
1219,1332,00000000-0000-0000-0000-000000000000,2025-10-03,2025-10-03,2025-10-17,2025-10-20,Annual,1
1220,1423,00000000-0000-0000-0000-000000000000,2025-01-20,2025-01-20,2025-01-30,2025-02-05,Annual,1
1221,271,00000000-0000-0000-0000-000000000000,2025-09-21,2025-09-21,2025-10-02,2025-10-11,Sick,1
1222,535,00000000-0000-0000-0000-000000000000,2026-03-23,2026-03-23,2026-03-30,2026-04-05,Sick,1
1223,56,00000000-0000-0000-0000-000000000000,2026-03-15,2026-03-15,2026-03-23,2026-03-29,Unpaid,1
1224,87,00000000-0000-0000-0000-000000000000,2025-01-06,2025-01-06,2025-01-12,2025-01-18,Annual,0
1225,371,00000000-0000-0000-0000-000000000000,2025-05-08,2025-05-08,2025-05-22,2025-05-28,Sick,1
1226,553,00000000-0000-0000-0000-000000000000,2025-09-29,2025-09-29,2025-10-09,2025-10-14,Sick,1
1227,201,00000000-0000-0000-0000-000000000000,2025-07-29,2025-07-29,2025-08-02,2025-08-11,Annual,1
1228,1359,00000000-0000-0000-0000-000000000000,2025-06-19,2025-06-19,2025-06-27,2025-06-29,Annual,1
1229,842,00000000-0000-0000-0000-000000000000,2025-08-23,2025-08-23,2025-08-26,2025-09-03,Annual,2
1230,1216,00000000-0000-0000-0000-000000000000,2025-12-11,2025-12-11,2025-12-18,2025-12-18,Annual,1
1231,77,00000000-0000-0000-0000-000000000000,2025-12-01,2025-12-01,2025-12-05,2025-12-14,Sick,1
1232,813,00000000-0000-0000-0000-000000000000,2025-04-09,2025-04-09,2025-04-15,2025-04-17,Sick,1
1233,179,00000000-0000-0000-0000-000000000000,2025-05-26,2025-05-26,2025-05-31,2025-06-01,Sick,1
1234,1,00000000-0000-0000-0000-000000000000,2026-03-21,2026-03-21,2026-03-27,2026-03-28,Annual,1
1235,2,00000000-0000-0000-0000-000000000000,2025-10-12,2025-10-12,2025-10-26,2025-11-04,Annual,1
1236,1126,00000000-0000-0000-0000-000000000000,2025-07-04,2025-07-04,2025-07-09,2025-07-11,Unpaid,1
1237,421,00000000-0000-0000-0000-000000000000,2026-01-19,2026-01-19,2026-01-22,2026-01-26,Maternity/Paternity,1
1238,1439,00000000-0000-0000-0000-000000000000,2025-04-05,2025-04-05,2025-04-19,2025-04-21,Annual,1
1239,286,00000000-0000-0000-0000-000000000000,2025-10-31,2025-10-31,2025-11-12,2025-11-17,Maternity/Paternity,1
1240,30,00000000-0000-0000-0000-000000000000,2025-08-29,2025-08-29,2025-09-06,2025-09-07,Annual,1
1241,1432,00000000-0000-0000-0000-000000000000,2025-02-02,2025-02-02,2025-02-06,2025-02-12,Sick,1
1242,969,00000000-0000-0000-0000-000000000000,2025-01-02,2025-01-02,2025-01-14,2025-01-14,Annual,1
1243,1135,00000000-0000-0000-0000-000000000000,2025-02-09,2025-02-09,2025-02-12,2025-02-15,Unpaid,1
1244,255,00000000-0000-0000-0000-000000000000,2025-11-22,2025-11-22,2025-11-29,2025-12-08,Unpaid,1
1245,1012,00000000-0000-0000-0000-000000000000,2025-07-15,2025-07-15,2025-07-28,2025-08-06,Annual,1
1246,950,00000000-0000-0000-0000-000000000000,2026-03-10,2026-03-10,2026-03-23,2026-03-29,Annual,1
1247,418,00000000-0000-0000-0000-000000000000,2025-11-08,2025-11-08,2025-11-14,2025-11-22,Annual,0
1248,1213,00000000-0000-0000-0000-000000000000,2025-06-28,2025-06-28,2025-07-09,2025-07-10,Annual,1
1249,1235,00000000-0000-0000-0000-000000000000,2025-09-01,2025-09-01,2025-09-10,2025-09-19,Annual,1
1250,905,00000000-0000-0000-0000-000000000000,2025-07-26,2025-07-26,2025-08-09,2025-08-12,Annual,0
1251,522,00000000-0000-0000-0000-000000000000,2025-12-31,2025-12-31,2026-01-05,2026-01-13,Annual,2
1252,1044,00000000-0000-0000-0000-000000000000,2026-03-13,2026-03-13,2026-03-15,2026-03-19,Unpaid,1
